file,"Date","Max_TemperatureC","Mean_TemperatureC","Min_TemperatureC","Dew_PointC","MeanDew_PointC","Min_DewpointC","Max_Humidity","Mean_Humidity","Min_Humidity","Max_Sea_Level_PressurehPa","Mean_Sea_Level_PressurehPa","Min_Sea_Level_PressurehPa","Max_VisibilityKm","Mean_VisibilityKm","Min_VisibilitykM","Max_Wind_SpeedKm_h","Mean_Wind_SpeedKm_h","Max_Gust_SpeedKm_h","Precipitationmm","CloudCover","Events","WindDirDegrees"
Berlin,2014-12-28,-3,-6,-8,-3,-7,-9,100,89,75,1027,1022,1014,31,13,10,23,11,NA,0,5,"Snow",305
Berlin,2014-12-29,-2,-4,-7,-3,-4,-7,100,96,86,1034,1028,1022,31,9,1,14,8,NA,0,6,"Fog-Snow",293
Berlin,2014-12-30,1,-3,-8,1,-2,-5,100,96,86,1034,1030,1029,26,7,1,14,8,NA,0.51,7,"Rain-Snow",218
Berlin,2014-12-31,4,2,-1,4,2,1,100,100,97,1032,1030,1029,11,3,0,19,11,NA,0.76,7,"Fog-Rain",258
Berlin,2015-01-01,5,3,2,4,2,0,100,88,72,1034,1031,1024,26,10,0,29,16,40,0,6,"Fog",250
Berlin,2015-01-02,8,4,2,6,2,0,93,76,55,1025,1018,1015,31,14,8,37,24,53,0.76,6,"Rain",243
Berlin,2015-01-03,5,4,3,2,0,-1,87,71,52,1023,1017,1011,31,13,10,47,31,71,0,6,"Rain",259
Berlin,2015-01-04,5,3,1,2,1,-1,93,78,59,1029,1021,1013,31,11,10,27,23,48,0,5,"Rain",295
Berlin,2015-01-05,4,2,1,4,2,0,100,92,83,1029,1027,1025,31,10,3,26,16,NA,1.02,7,"Rain",289
Berlin,2015-01-06,2,1,-1,3,1,-2,100,94,85,1028,1026,1023,18,7,1,27,10,NA,0,7,"Fog-Rain",132
Berlin,2015-01-07,6,2,-1,4,1,-2,100,92,84,1027,1024,1022,19,9,2,21,13,NA,0.25,6,"Rain",225
Berlin,2015-01-08,7,3,1,6,3,0,100,92,81,1026,1020,1013,26,10,2,27,14,47,4.06,6,"Rain",217
Berlin,2015-01-09,9,7,4,5,3,2,93,80,61,1021,1011,1002,31,14,6,50,29,76,9.91,7,"Rain-Thunderstorm",259
Berlin,2015-01-10,13,9,5,12,6,-2,100,80,47,1006,1001,996,26,9,3,50,27,82,4.06,6,"Rain",259
Berlin,2015-01-11,4,3,2,2,0,-2,100,75,50,1012,1007,1004,31,11,6,47,34,69,1.02,6,"Rain-Snow",265
Berlin,2015-01-12,8,4,2,6,4,2,95,88,74,1014,1012,1009,31,12,6,35,27,52,3.05,7,"Rain",236
Berlin,2015-01-13,12,9,6,7,4,2,93,64,42,1010,1006,1003,31,11,10,37,27,53,0,6,"Rain",224
Berlin,2015-01-14,7,5,3,7,3,-1,93,77,51,1013,1007,1004,26,11,10,40,21,58,0,6,"Rain",234
Berlin,2015-01-15,10,6,1,4,2,-1,93,77,50,1015,1007,1001,31,13,10,29,19,42,2.03,7,"Rain",188
Berlin,2015-01-16,9,7,6,4,3,1,87,66,46,1008,1006,1002,18,10,10,26,18,NA,1.02,7,"Rain",207
Berlin,2015-01-17,5,2,-2,5,2,-2,100,89,75,1017,1012,1006,31,13,6,14,6,NA,0,7,"Fog-Rain",264
Berlin,2015-01-18,3,0,-3,-1,-1,-2,100,87,64,1018,1016,1015,31,17,10,19,6,NA,0,4,"Fog",183
Berlin,2015-01-19,2,-1,-3,1,-1,-4,100,91,84,1016,1014,1012,31,10,6,16,8,NA,0,7,"Rain",111
Berlin,2015-01-20,2,1,1,2,1,0,100,95,86,1012,1012,1011,10,5,3,14,10,NA,2.03,7,"Rain-Snow",131
Berlin,2015-01-21,1,1,0,1,-1,-1,100,92,76,1019,1016,1012,11,6,1,14,10,NA,0,7,"Rain-Snow",340
Berlin,2015-01-22,1,0,-1,-1,-2,-2,96,89,81,1021,1019,1018,10,8,6,16,11,NA,0,6,"Rain-Snow",40
Berlin,2015-01-23,1,0,-1,-1,-2,-3,93,87,75,1027,1024,1021,26,12,6,11,8,NA,0,7,"Rain-Snow",355
Berlin,2015-01-24,1,-1,-2,0,-2,-3,100,83,70,1026,1020,1017,31,14,6,21,11,NA,0,7,"Snow",210
Berlin,2015-01-25,2,1,0,1,1,0,100,96,91,1027,1024,1020,14,7,3,16,10,NA,0,7,"Rain-Snow",281
Berlin,2015-01-26,4,2,1,2,1,0,100,90,72,1026,1019,1009,31,11,5,24,11,34,0.51,6,"Rain-Snow",203
Berlin,2015-01-27,4,2,0,3,2,-1,100,88,70,1017,1013,1009,31,13,5,23,16,NA,0,6,"Rain-Snow",287
Berlin,2015-01-28,6,2,-1,2,1,-2,100,86,62,1017,1007,991,31,11,1,34,16,52,5.08,6,"Rain-Thunderstorm",222
Berlin,2015-01-29,4,2,1,3,-1,-3,93,76,53,992,987,978,31,12,5,35,26,50,0,5,"Rain-Snow",208
Berlin,2015-01-30,2,1,0,2,1,0,100,95,90,979,974,972,14,7,1,23,14,NA,0.25,7,"Snow",192
Berlin,2015-01-31,1,0,-1,1,-1,-2,100,95,87,984,979,974,11,7,1,23,14,NA,0,6,"Snow",261
Berlin,2015-02-01,3,2,0,1,-1,-2,100,88,74,992,988,984,31,12,5,24,18,NA,0,6,"Snow",243
Berlin,2015-02-02,2,0,-2,1,-1,-2,100,89,73,997,994,992,31,12,6,29,18,NA,0,5,"Rain-Snow",250
Berlin,2015-02-03,1,-1,-2,1,-1,-3,100,94,81,1006,1000,996,27,10,2,19,11,NA,0.25,6,"Snow",275
Berlin,2015-02-04,-1,-1,-2,-2,-2,-3,100,90,82,1018,1011,1005,26,10,5,14,8,NA,0,6,"Snow",288
Berlin,2015-02-05,2,-1,-3,-2,-4,-6,100,81,47,1030,1024,1018,31,13,8,19,6,NA,0,5,"",49
Berlin,2015-02-06,-3,-4,-7,-3,-5,-7,100,92,83,1032,1031,1029,26,10,2,16,10,NA,0,5,"Fog-Rain-Snow",44
Berlin,2015-02-07,4,-2,-8,2,-2,-9,100,96,75,1032,1024,1013,26,6,2,29,13,45,0,6,"Fog-Rain",265
Berlin,2015-02-08,3,1,-1,1,-6,-12,75,54,21,1024,1019,1013,31,13,10,29,21,52,0,4,"Rain-Snow",318
Berlin,2015-02-09,6,2,-1,4,3,-4,100,90,65,1023,1019,1017,31,9,3,23,16,NA,0,7,"Rain-Snow",284
Berlin,2015-02-10,6,5,4,4,3,2,93,84,76,1029,1026,1022,31,14,10,19,11,NA,0,7,"Rain",290
Berlin,2015-02-11,5,4,4,3,2,1,87,82,74,1029,1027,1025,31,16,10,11,6,NA,0,7,"",265
Berlin,2015-02-12,6,1,-4,1,-1,-5,100,83,66,1026,1023,1022,26,10,5,14,8,NA,0,5,"Fog",159
Berlin,2015-02-13,6,1,-4,0,-2,-4,100,82,50,1023,1019,1016,26,8,1,14,8,NA,0,7,"Fog-Rain-Snow",179
Berlin,2015-02-14,7,2,-3,-1,-2,-4,93,76,44,1016,1014,1013,19,15,8,16,8,NA,0,NA,"",102
Berlin,2015-02-15,8,3,-2,1,-1,-3,93,76,47,1023,1019,1015,14,9,5,26,11,NA,0,2,"",64
Berlin,2015-02-16,2,1,-1,0,-2,-4,87,81,69,1026,1025,1023,16,8,5,35,26,47,0,6,"",101
Berlin,2015-02-17,6,1,-3,1,-2,-4,91,78,52,1038,1031,1026,16,8,3,21,14,NA,0,7,"",167
Berlin,2015-02-18,7,4,1,2,0,-1,100,80,50,1041,1038,1034,31,10,3,19,10,NA,0,6,"Rain",245
Berlin,2015-02-19,8,4,-1,1,-1,-2,93,75,44,1034,1028,1021,23,13,8,19,10,NA,0,NA,"",220
Berlin,2015-02-20,10,3,-3,2,-1,-4,93,71,45,1022,1013,1004,23,11,6,26,13,NA,0,5,"Rain",198
Berlin,2015-02-21,11,6,1,2,-1,-4,81,57,34,1004,999,995,31,19,10,40,19,53,0.25,6,"Rain",214
Berlin,2015-02-22,5,2,-1,1,-1,-3,93,76,50,1011,1008,1003,31,14,10,18,11,NA,0,5,"",233
Berlin,2015-02-23,5,2,-1,2,0,-3,100,84,55,1009,1000,996,31,11,5,29,16,45,3.05,7,"Rain-Snow",182
Berlin,2015-02-24,8,4,0,3,1,-1,100,79,53,1013,1005,999,31,14,6,23,11,NA,0,5,"",205
Berlin,2015-02-25,8,3,-1,2,-1,-3,100,77,42,1022,1017,1013,31,12,10,14,6,NA,0,3,"",212
Berlin,2015-02-26,9,3,-3,1,-2,-4,100,69,27,1024,1021,1015,31,18,10,21,6,NA,0,1,"Fog",125
Berlin,2015-02-27,10,4,-2,2,-2,-4,93,64,27,1016,1013,1012,31,20,10,14,10,NA,0.25,6,"Rain",170
Berlin,2015-02-28,7,4,1,3,-1,-3,100,73,41,1020,1018,1014,26,10,6,19,13,NA,0,5,"Rain",252
Berlin,2015-03-01,8,4,1,5,1,-3,94,78,60,1014,1005,1001,31,11,6,26,18,40,1.02,5,"Rain",192
Berlin,2015-03-02,8,4,2,4,1,-3,93,73,39,1007,1000,995,31,11,5,39,18,60,0.25,5,"Rain",238
Berlin,2015-03-03,8,4,1,3,1,-2,100,75,40,1016,1013,1007,31,12,5,35,26,53,0,5,"Rain-Snow",248
Berlin,2015-03-04,6,3,1,3,1,0,96,85,60,1023,1019,1013,31,13,6,34,21,47,0.76,4,"Rain-Snow",253
Berlin,2015-03-05,6,3,1,3,1,0,100,83,58,1035,1031,1023,31,14,10,19,11,NA,0.51,6,"Fog-Rain",292
Berlin,2015-03-06,8,3,-1,3,2,-2,100,84,60,1035,1033,1032,31,14,3,23,8,NA,0,6,"Fog-Rain",249
Berlin,2015-03-07,12,7,2,2,1,-1,87,61,33,1034,1031,1027,31,19,10,24,13,NA,0,6,"",213
Berlin,2015-03-08,17,11,5,3,1,-2,71,48,20,1028,1025,1021,31,28,26,21,11,NA,0,8,"",186
Berlin,2015-03-09,13,9,6,6,4,2,87,66,41,1028,1026,1022,26,14,10,14,8,NA,0,3,"Rain",299
Berlin,2015-03-10,11,7,2,8,5,2,100,88,64,1027,1025,1024,19,7,1,14,10,NA,0.25,6,"Fog-Rain",258
Berlin,2015-03-11,7,3,-1,3,2,-1,100,82,58,1030,1027,1025,31,13,8,21,11,NA,0,6,"Rain",300
Berlin,2015-03-12,5,3,1,3,1,-1,93,84,68,1033,1032,1030,31,14,7,18,10,NA,0,6,"Rain",5
Berlin,2015-03-13,7,2,-2,1,-1,-3,96,79,52,1031,1028,1026,31,15,10,13,8,NA,0,6,"",20
Berlin,2015-03-14,6,4,2,4,2,1,93,85,72,1030,1028,1026,31,11,6,23,10,NA,0.76,7,"Rain",38
Berlin,2015-03-15,8,6,4,4,3,2,93,78,63,1033,1031,1030,19,12,8,29,18,NA,0,7,"Rain",76
Berlin,2015-03-16,11,8,4,5,4,3,93,72,55,1033,1031,1030,23,11,6,37,24,NA,0,3,"",86
Berlin,2015-03-17,17,12,6,4,3,0,76,53,27,1031,1029,1028,31,24,14,29,21,47,0,NA,"",106
Berlin,2015-03-18,14,9,4,2,-6,-13,61,35,8,1030,1028,1027,31,27,23,27,19,NA,0,NA,"",98
Berlin,2015-03-19,13,7,2,-3,-6,-7,60,38,14,1029,1028,1027,27,23,18,23,10,NA,0,NA,"",56
Berlin,2015-03-20,13,4,-3,-1,-4,-7,93,50,15,1028,1023,1017,27,22,10,14,5,NA,0,NA,"Fog",267
Berlin,2015-03-21,5,2,-1,3,1,-3,100,86,53,1022,1016,1013,26,8,3,24,10,39,2.03,7,"Fog-Rain",299
Berlin,2015-03-22,4,1,-2,0,-7,-10,87,51,27,1030,1027,1023,31,16,10,32,16,40,0,5,"Rain",60
Berlin,2015-03-23,12,6,-1,0,-4,-11,70,45,23,1025,1017,1011,31,26,18,18,8,NA,0,NA,"",195
Berlin,2015-03-24,13,8,3,4,2,0,81,61,34,1012,1009,1007,19,12,9,14,5,NA,0,6,"",172
Berlin,2015-03-25,16,10,3,4,3,2,93,60,29,1010,1008,1004,13,9,3,21,8,NA,0,6,"",74
Berlin,2015-03-26,9,8,6,6,4,4,93,76,48,1009,1006,1003,18,9,3,21,11,NA,0.25,7,"Rain",271
Berlin,2015-03-27,11,8,6,6,4,3,94,80,50,1018,1012,1008,31,11,5,27,10,NA,1.02,6,"Rain",241
Berlin,2015-03-28,9,8,6,6,2,-2,95,71,35,1021,1017,1010,31,13,5,21,13,NA,0,6,"Rain",239
Berlin,2015-03-29,13,9,6,9,7,0,96,84,57,1010,998,983,31,12,6,39,19,58,0.76,7,"Rain",208
Berlin,2015-03-30,8,7,4,8,2,-1,90,72,56,1004,993,983,31,12,10,66,37,98,0.76,5,"Rain",272
Berlin,2015-03-31,12,6,1,7,2,-2,100,73,49,1004,991,984,26,10,2,61,31,100,3.05,6,"Rain-Snow",244
Berlin,2015-04-01,9,6,2,2,0,-6,93,69,24,1010,1004,996,31,13,10,47,32,74,1.02,5,"Rain-Hail-Thunderstorm",281
Berlin,2015-04-02,8,4,1,2,0,-4,100,78,36,1014,1007,1002,31,10,3,29,23,48,1.02,6,"Rain-Snow-Hail",283
Berlin,2015-04-03,9,6,1,2,0,-3,93,70,30,1018,1016,1014,31,12,5,32,16,NA,0,5,"Rain-Snow",279
Berlin,2015-04-04,10,3,-3,1,-3,-8,100,61,20,1019,1016,1014,31,13,10,26,8,50,0.51,3,"Rain-Hail",316
Berlin,2015-04-05,10,3,-4,1,-6,-11,94,55,13,1024,1022,1019,10,10,10,16,5,27,0,3,"",315
Berlin,2015-04-06,9,4,0,1,-2,-7,87,57,31,1034,1027,1023,26,10,10,21,8,NA,0,3,"Rain",353
Berlin,2015-04-07,12,4,-3,4,1,-3,100,68,30,1035,1032,1029,31,13,10,26,10,NA,0,6,"Fog",287
Berlin,2015-04-08,11,8,6,6,4,3,87,76,59,1033,1030,1028,31,14,10,19,11,NA,0,6,"Rain",306
Berlin,2015-04-09,16,9,2,6,4,2,100,69,32,1033,1029,1025,31,14,2,14,5,NA,0,5,"Fog",193
Berlin,2015-04-10,20,11,3,7,4,2,95,58,23,1025,1023,1019,31,18,10,11,3,NA,0,NA,"Fog",152
Berlin,2015-04-11,22,16,9,10,6,1,77,54,19,1020,1017,1015,31,17,10,37,13,NA,1.02,6,"Rain",203
Berlin,2015-04-12,15,10,4,8,0,-7,87,50,16,1030,1026,1021,10,9,5,27,19,35,0,7,"Rain",246
Berlin,2015-04-13,11,9,6,4,-1,-4,71,46,28,1028,1024,1017,10,10,10,42,23,66,0,5,"Rain",283
Berlin,2015-04-14,14,8,1,7,1,-2,87,55,28,1029,1024,1018,31,19,10,27,13,NA,0,7,"Rain",259
Berlin,2015-04-15,23,17,10,8,6,1,82,51,16,1018,1014,1009,31,22,10,37,18,53,0,6,"Rain",268
Berlin,2015-04-16,14,10,7,7,1,-3,82,51,24,1015,1013,1011,31,13,10,23,16,39,0,4,"Rain",302
Berlin,2015-04-17,12,7,1,3,1,-4,88,64,23,1019,1015,1014,31,14,10,23,10,52,0,5,"Rain",307
Berlin,2015-04-18,11,6,1,3,-1,-4,100,61,25,1026,1024,1020,31,13,10,21,10,NA,0,5,"",342
Berlin,2015-04-19,16,8,0,2,-1,-2,90,53,24,1024,1023,1022,31,20,10,14,5,NA,0,4,"",330
Berlin,2015-04-20,18,10,2,4,1,-1,93,53,21,1027,1024,1023,31,29,23,21,10,34,0,NA,"",328
Berlin,2015-04-21,21,12,3,4,0,-4,82,45,10,1027,1025,1022,NA,NA,NA,27,11,45,0,NA,"",298
Berlin,2015-04-22,13,9,5,5,3,0,87,62,32,1026,1024,1023,31,12,10,16,10,NA,0,5,"",297
Berlin,2015-04-23,19,11,3,4,3,1,93,57,25,1023,1018,1015,31,13,10,23,8,NA,0,NA,"Fog",274
Berlin,2015-04-24,21,13,5,7,4,2,93,54,20,1015,1013,1010,31,17,10,26,8,35,0,1,"Fog",250
Berlin,2015-04-25,23,16,9,9,3,-2,72,42,14,1010,1008,1006,31,21,10,29,10,NA,0,8,"Rain",208
Berlin,2015-04-26,19,14,9,12,10,8,96,75,44,1009,1007,1005,31,11,6,23,10,NA,5.08,5,"Fog-Rain",237
Berlin,2015-04-27,12,10,8,12,9,5,100,91,80,1008,1004,1001,31,10,3,19,6,NA,3.05,7,"Fog-Rain",1
Berlin,2015-04-28,11,8,6,7,3,-1,87,69,35,1018,1011,1007,31,14,10,21,10,NA,1.02,7,"Rain",304
Berlin,2015-04-29,14,8,1,3,-1,-5,93,54,18,1022,1020,1017,31,12,10,21,13,NA,0,3,"",228
Berlin,2015-04-30,17,12,6,8,3,-1,87,56,27,1017,1013,1009,31,15,8,26,14,47,0.25,5,"Rain-Thunderstorm",181
Berlin,2015-05-01,14,10,4,8,4,-1,94,67,31,1010,1008,1007,31,13,6,26,11,NA,0,5,"Rain",272
Berlin,2015-05-02,14,8,2,5,1,-2,93,62,26,1013,1011,1008,31,15,10,23,6,NA,0,4,"Fog",273
Berlin,2015-05-03,20,11,3,12,3,0,88,51,21,1014,1010,1005,31,16,10,26,10,45,4.06,7,"Rain",109
Berlin,2015-05-04,22,18,13,13,11,8,100,67,33,1010,1008,1004,31,13,8,26,14,NA,0,5,"Rain",238
Berlin,2015-05-05,24,19,14,16,13,9,77,64,44,1009,1005,1002,31,18,10,55,13,85,0,7,"Rain",149
Berlin,2015-05-06,21,15,9,9,6,3,87,50,21,1013,1012,1010,31,18,10,26,13,37,0,5,"",223
Berlin,2015-05-07,18,13,9,9,6,3,87,60,33,1020,1016,1014,31,11,10,37,16,53,0,4,"Rain",249
Berlin,2015-05-08,18,12,6,8,6,3,96,59,26,1020,1018,1016,27,13,10,21,5,NA,0,6,"Fog-Rain",110
Berlin,2015-05-09,22,17,12,13,9,7,82,63,29,1017,1015,1014,31,17,10,32,10,53,0.25,6,"Rain",229
Berlin,2015-05-10,14,11,7,9,6,3,82,65,42,1028,1023,1017,31,12,10,34,19,48,0,5,"Rain",276
Berlin,2015-05-11,21,12,3,6,3,-1,95,52,15,1029,1026,1021,31,18,10,23,8,NA,0,8,"Fog",152
Berlin,2015-05-12,28,20,11,17,8,3,89,50,16,1021,1015,1008,31,17,9,34,14,47,2.03,6,"Rain-Thunderstorm",194
Berlin,2015-05-13,18,12,6,7,5,2,87,56,28,1019,1016,1011,31,17,10,29,16,48,0,3,"",272
Berlin,2015-05-14,13,9,6,6,4,3,87,66,49,1013,1012,1011,31,11,10,21,10,NA,0,5,"Rain",289
Berlin,2015-05-15,16,9,2,7,4,2,100,67,28,1019,1015,1012,31,14,10,19,6,NA,0,3,"Fog",307
Berlin,2015-05-16,16,9,3,10,6,3,100,74,41,1020,1019,1019,31,15,6,26,8,NA,0.51,7,"Fog-Rain",267
Berlin,2015-05-17,16,11,7,9,4,0,89,62,31,1023,1021,1019,31,15,10,29,18,47,0,3,"Rain",277
Berlin,2015-05-18,21,13,6,6,4,2,87,52,24,1020,1012,1003,31,28,26,19,6,32,0,NA,"",169
Berlin,2015-05-19,19,16,11,9,5,0,77,49,22,1009,1005,1001,31,17,10,26,11,37,0,4,"",263
Berlin,2015-05-20,17,12,8,6,4,2,76,52,29,1017,1012,1010,31,31,31,16,6,NA,0,8,"",298
Berlin,2015-05-21,17,11,5,6,3,1,93,57,23,1026,1022,1017,31,25,10,24,8,NA,0,2,"",282
Berlin,2015-05-22,19,12,4,7,4,1,94,54,22,1027,1025,1022,31,21,10,14,5,35,0,1,"Fog",254
Berlin,2015-05-23,21,16,11,12,8,6,77,61,38,1022,1019,1018,31,17,10,19,6,NA,0,6,"Rain",329
Berlin,2015-05-24,21,12,4,8,4,-5,93,54,10,1022,1019,1016,31,15,10,11,5,NA,0,2,"Fog",324
Berlin,2015-05-25,23,16,9,11,7,1,82,55,17,1016,1012,1010,31,20,10,21,6,NA,0,3,"Rain",306
Berlin,2015-05-26,16,12,9,8,6,2,82,59,37,1019,1015,1012,31,13,10,23,11,37,0,5,"Rain",306
Berlin,2015-05-27,14,10,6,7,4,3,87,63,37,1021,1020,1018,31,11,10,21,13,NA,0,5,"Rain",288
Berlin,2015-05-28,21,13,6,10,5,1,88,60,22,1020,1014,1010,31,16,10,32,11,53,0.25,6,"Rain",209
Berlin,2015-05-29,20,15,10,9,6,2,94,57,24,1014,1011,1006,31,12,10,19,8,NA,0,6,"Rain",230
Berlin,2015-05-30,17,12,8,8,6,-1,93,60,19,1016,1010,1006,14,10,7,35,19,63,1.02,4,"Rain",256
Berlin,2015-05-31,22,14,6,6,3,0,87,48,15,1017,1014,1011,10,10,10,29,14,NA,0,4,"Rain",206
Berlin,2015-06-01,18,14,10,12,9,6,94,71,32,1018,1014,1010,26,13,6,26,13,35,3.05,6,"Fog-Rain",222
Berlin,2015-06-02,25,17,9,11,9,7,100,59,23,1017,1013,1011,31,11,6,40,16,48,0,5,"Fog-Rain",201
Berlin,2015-06-03,22,18,14,13,9,4,68,50,27,1026,1017,1013,31,12,10,35,18,50,0,5,"",265
Berlin,2015-06-04,22,14,6,8,4,1,87,49,16,1030,1028,1026,31,11,10,13,6,NA,0,1,"Fog",319
Berlin,2015-06-05,29,20,12,6,4,2,62,33,12,1028,1024,1019,10,10,10,26,14,45,0,1,"",114
Berlin,2015-06-06,31,24,18,16,11,6,68,41,23,1025,1020,1018,31,26,10,26,14,NA,0,4,"",231
Berlin,2015-06-07,23,19,14,13,4,1,68,35,17,1029,1027,1025,26,18,10,14,8,NA,0,6,"",340
Berlin,2015-06-08,20,16,11,8,6,2,72,49,21,1029,1027,1025,10,10,10,18,11,NA,0,6,"",6
Berlin,2015-06-09,20,14,9,9,4,1,82,49,21,1028,1027,1026,10,10,10,16,10,NA,0,3,"",24
Berlin,2015-06-10,21,17,12,8,6,0,72,46,24,1029,1027,1024,26,22,10,14,8,NA,0,2,"",22
Berlin,2015-06-11,24,16,8,4,1,-2,66,31,10,1026,1022,1018,NA,NA,NA,13,6,NA,0,NA,"",63
Berlin,2015-06-12,27,21,16,11,8,3,68,42,21,1019,1014,1010,31,19,10,14,10,NA,0,4,"Rain",80
Berlin,2015-06-13,30,23,17,20,16,11,100,67,26,1011,1009,1006,31,16,6,37,10,58,8.89,6,"Rain-Thunderstorm",131
Berlin,2015-06-14,19,17,15,17,14,12,100,77,59,1011,1009,1008,31,14,5,27,13,NA,0,5,"Fog",283
Berlin,2015-06-15,19,16,12,13,6,1,82,51,20,1021,1016,1011,27,11,10,23,13,NA,0,4,"",332
Berlin,2015-06-16,15,11,7,8,5,3,93,60,35,1023,1022,1021,10,10,10,18,8,NA,0,6,"Rain",302
Berlin,2015-06-17,21,13,5,8,5,1,100,57,17,1025,1022,1016,31,11,10,23,8,NA,0.51,5,"Rain",259
Berlin,2015-06-18,21,17,12,14,10,7,100,69,34,1016,1012,1010,31,10,5,24,14,NA,0,6,"Rain",275
Berlin,2015-06-19,17,14,11,11,7,6,82,66,43,1014,1013,1012,26,11,10,32,19,NA,0.25,5,"Rain",275
Berlin,2015-06-20,17,13,11,13,10,8,94,83,62,1017,1015,1013,31,13,8,21,16,NA,2.03,6,"Rain",278
Berlin,2015-06-21,19,14,11,10,8,6,94,64,30,1017,1015,1012,31,14,10,19,13,NA,0,5,"Rain",262
Berlin,2015-06-22,18,16,13,13,11,7,94,75,37,1012,1008,1003,31,13,6,24,11,NA,0.76,7,"Rain",220
Berlin,2015-06-23,13,12,10,12,11,9,100,93,84,1012,1006,1002,31,10,5,26,11,NA,7.87,7,"Rain",260
Berlin,2015-06-24,16,12,9,11,9,8,100,78,52,1022,1018,1012,31,13,6,26,16,NA,0,6,"Rain",261
Berlin,2015-06-25,23,17,11,12,9,7,88,59,26,1023,1022,1021,31,12,10,19,10,NA,0,6,"Rain",248
Berlin,2015-06-26,23,19,14,15,12,11,82,63,40,1021,1019,1016,31,16,10,13,3,NA,0.25,7,"Rain",288
Berlin,2015-06-27,22,19,16,18,16,14,100,82,55,1017,1014,1012,27,12,6,14,6,NA,6.1,6,"Rain",227
Berlin,2015-06-28,22,18,13,16,11,7,94,63,29,1021,1020,1016,31,15,10,21,14,NA,0,5,"",296
Berlin,2015-06-29,26,21,15,14,11,8,88,53,23,1021,1020,1018,31,14,10,18,5,NA,0,6,"Rain",279
Berlin,2015-06-30,25,21,17,15,11,7,82,51,22,1023,1021,1020,31,17,10,21,10,35,0,4,"",343
Berlin,2015-07-01,27,21,14,12,9,6,82,46,17,1025,1023,1022,NA,NA,NA,14,8,NA,0,NA,"",76
Berlin,2015-07-02,30,23,17,13,11,9,73,42,19,1026,1024,1023,NA,NA,NA,26,13,40,0,NA,"",94
Berlin,2015-07-03,34,27,19,12,11,9,56,34,14,1025,1024,1022,10,10,10,19,13,NA,0,6,"",119
Berlin,2015-07-04,37,30,22,23,13,8,89,34,14,1024,1020,1017,31,22,10,14,10,NA,1.02,6,"Rain-Thunderstorm",146
Berlin,2015-07-05,36,28,21,22,16,13,88,46,18,1020,1016,1011,31,20,10,32,10,32,4.06,6,"Rain-Thunderstorm",303
Berlin,2015-07-06,25,21,17,20,14,8,100,63,25,1020,1017,1012,31,14,9,32,13,NA,0,5,"Rain-Thunderstorm",278
Berlin,2015-07-07,32,23,14,19,11,7,94,50,12,1019,1012,1002,19,12,10,40,6,63,3.05,6,"Rain-Thunderstorm",195
Berlin,2015-07-08,23,20,17,18,13,6,94,65,26,1009,1006,1002,31,16,6,40,21,55,0,6,"Rain-Thunderstorm",251
Berlin,2015-07-09,18,16,12,13,8,2,100,60,29,1018,1012,1008,31,11,8,45,26,64,0,4,"Rain",274
Berlin,2015-07-10,19,16,11,7,6,3,72,51,25,1020,1019,1018,10,10,10,32,24,45,0,6,"",285
Berlin,2015-07-11,21,15,9,10,8,6,88,56,26,1020,1018,1016,31,12,10,14,6,NA,0,2,"",310
Berlin,2015-07-12,25,19,13,16,12,9,94,67,30,1016,1015,1014,31,13,8,26,6,45,0.25,7,"Rain",252
Berlin,2015-07-13,22,18,15,16,15,14,100,89,54,1015,1014,1013,27,10,5,29,18,NA,3.05,7,"Rain",269
Berlin,2015-07-14,19,17,14,18,16,14,100,92,73,1015,1013,1012,31,10,2,13,6,NA,5.08,6,"Rain",278
Berlin,2015-07-15,23,19,14,16,13,10,100,68,33,1019,1017,1015,26,12,10,21,11,NA,0,3,"Fog",288
Berlin,2015-07-16,26,21,16,17,13,10,78,60,36,1019,1017,1017,31,15,10,14,8,NA,0,5,"Rain",333
Berlin,2015-07-17,32,24,16,17,14,13,88,55,22,1017,1014,1011,31,28,10,19,8,NA,0,NA,"Rain",127
Berlin,2015-07-18,27,23,18,18,14,9,88,58,28,1016,1014,1011,31,13,10,23,8,NA,0,5,"Rain-Thunderstorm",313
Berlin,2015-07-19,20,18,14,17,14,11,100,78,53,1016,1010,1007,31,14,2,26,10,NA,19.05,6,"Rain-Thunderstorm",2
Berlin,2015-07-20,24,19,14,15,11,8,100,60,26,1014,1012,1009,31,13,10,29,16,NA,0,3,"",281
Berlin,2015-07-21,28,22,17,22,15,10,89,59,30,1014,1012,1011,31,13,10,35,11,NA,1.02,5,"Rain",256
Berlin,2015-07-22,29,23,18,18,16,12,78,57,36,1014,1013,1011,10,10,10,19,6,NA,3.05,6,"Rain",266
Berlin,2015-07-23,25,20,16,18,13,10,100,64,33,1017,1014,1011,31,13,5,23,13,NA,0,5,"Rain-Thunderstorm",294
Berlin,2015-07-24,26,20,14,13,12,9,94,56,26,1017,1014,1009,31,20,10,18,6,NA,0,4,"Fog-Rain",91
Berlin,2015-07-25,28,22,16,18,12,6,88,54,19,1009,1003,1000,31,14,10,53,21,77,0.25,5,"Rain-Thunderstorm",203
Berlin,2015-07-26,21,17,13,12,8,4,94,57,25,1013,1010,1005,31,12,6,48,32,66,0,5,"Rain",255
